Region,Month of Period End,Property Type,Region Type,Seasonally Adjusted,State Code,City,last_updated,Measure Display,parent_metro_region,Period Begin,Period End,State,Table Id,Worksheet Filter,active_listings,active_listings_mom,active_listings_yoy,Avg Sale To List,Avg Sale To List Mom,Avg Sale To List Yoy,Homes Sold,Homes Sold Mom,Homes Sold Yoy,Inventory,Inventory Mom,Inventory Yoy,Median Dom,Median Dom Mom,Median Dom Yoy,Median List Ppsf,Median List Ppsf Mom,Median List Ppsf Yoy,Median List Price,Median List Price Mom,Median List Price Yoy,Median Ppsf,Median Ppsf Mom,Median Ppsf Yoy,Median Sale Price,Median Sale Price Mom,Median Sale Price Yoy,months_of_supply,months_of_supply_mom,months_of_supply_yoy,New Listings,New Listings Mom,New Listings Yoy,Number of Records,off_market_in_two_weeks,off_market_in_two_weeks_mom,off_market_in_two_weeks_yoy,parent_metro_region_metro_code,pending_sales,pending_sales_mom,pending_sales_yoy,Period Duration,Price Drops,Price Drops Mom,Price Drops Yoy,property_type_id,region_type_id,Sold Above List,Sold Above List Mom,Sold Above List Yoy
Columbia,Apr-20,All Residential,State,FALSE,DC,,9/12/21 15:00,,South Region,4/1/20,4/30/20,Columbia,17,Value,2434,-0.074172689,-0.142655865,1.002269807,0.10%,-0.30%,616,-26.40%,-33.70%,1761,2.40%,3.50%,25,-3,5,494,-0.009241396,0.039512996,619500,-0.04676104,0.015673416,479,-0.034015638,-0.018885762,$619K,1.50%,5.00%,2.9,0.8,1.1,731,-31.40%,-40.90%,1,0.377938517,-0.111773417,-0.181332,,553,-24.10%,-44.00%,30,0.162407723,-0.008040212,-0.066281284,-1,4,0.396103896,0.022149296,0.030118966
Connecticut,Jul-18,All Residential,State,FALSE,CT,,9/12/21 15:00,,Northeast Region,7/1/18,7/31/18,Connecticut,13,Value,27713,-0.028908823,-0.05027416,0.976089696,-0.20%,0.30%,5050,-9.00%,7.80%,22050,-2.00%,-9.10%,65,1,-3,148,-0.024218791,-0.000337439,263500,-0.074891798,0.025283892,149,0.003338445,-0.012936065,$278K,-1.60%,4.90%,4.4,0.3,-0.8,5536,-14.80%,2.60%,1,0.122610863,-0.017162118,-0.054449156,,3730,-7.50%,26.70%,30,0.230702948,0.001540912,0.230208449,-1,4,0.234257426,-0.010339116,0.022259134
Connecticut,Jan-20,All Residential,State,FALSE,CT,,9/12/21 15:00,,Northeast Region,1/1/20,1/31/20,Connecticut,13,Value,18197,-0.060654553,-0.072575302,0.968930885,0.00%,0.10%,3064,-23.50%,10.10%,14397,-0.40%,-9.20%,89,12,0,158,0.133939184,0.036578266,289100,0.230690606,0.017621351,144,-0.008348178,0.063569838,$258K,-2.20%,10.80%,4.7,1.1,-1,3958,84.40%,2.50%,1,0.201908875,0.087914269,0.040242825,,1774,-20.60%,4.80%,30,0.181565604,0.053989888,-0.005039681,-1,4,0.203981723,-0.004757353,0.005275291
Delaware,Feb-18,All Residential,State,FALSE,DE,,9/12/21 15:00,,South Region,2/1/18,2/28/18,Delaware,15,Value,3449,-0.000869061,-0.147974308,0.98265042,0.90%,1.40%,588,-1.20%,0.20%,2598,0.20%,-20.20%,59,-5,-17,129,0.063543505,0.042759576,224800,0.076361865,-0.000516514,119,0.030489129,0.067569355,$202K,-2.00%,1.20%,4.4,0,-1.1,923,18.50%,-0.10%,1,0.488670428,0.130875936,0.110737593,,528,4.80%,21.10%,30,0.22786759,0.026092899,0.046049409,-1,4,0.209183673,0.031032413,0.0405295
Delaware,May-19,All Residential,State,FALSE,DE,,9/12/21 15:00,,South Region,5/1/19,5/31/19,Delaware,15,Value,3588,0.030146425,-0.093481556,0.984146138,0.40%,0.00%,914,7.80%,-5.10%,2498,2.00%,-9.90%,37,-7,5,129,0.000799173,-0.019933327,246600,-0.002766005,0.038387309,127,0.009356699,-0.022597178,$232K,4.60%,1.20%,2.7,-0.2,-0.2,1173,-0.30%,-14.90%,1,0.424125495,-0.044983047,-0.005214138,,868,12.40%,-7.00%,30,0.238190552,-0.011299035,-0.0143347,-1,4,0.243982495,0.055303249,0.019683429
Florida,Jan-21,All Residential,State,FALSE,FL,,9/12/21 15:00,,South Region,1/1/21,1/31/21,Florida,19,Value,126874,-0.004987844,-0.215543945,0.973765674,0.00%,0.80%,30611,-27.40%,21.90%,83244,-5.20%,-33.60%,45,3,-17,196,0.019574958,0.072349997,315500,0.0092899,0.036411866,184,0.01170644,0.145730943,$306K,0.60%,17.70%,2.7,0.6,-2.3,41194,26.00%,-12.90%,1,0.409731697,0.053707988,0.038914741,,31824,11.10%,40.30%,30,0.160552112,0.020635026,-0.060016191,-1,4,0.155957009,-0.000935946,0.051687453
Georgia,Mar-21,All Residential,State,FALSE,GA,,9/12/21 15:00,,South Region,3/1/21,3/31/21,Georgia,21,Value,31099,0.080276504,-0.301067536,0.997208543,0.50%,1.50%,13794,45.10%,22.00%,15533,-3.10%,-52.30%,21,-9,-28,155,0.024058113,0.156457778,322500,0.032088699,0.131831346,147,0.026775585,0.14993734,$302K,3.70%,14.50%,1.1,-0.6,-1.8,15226,28.40%,6.10%,1,0.619557644,0.042617684,0.16499666,,13342,28.60%,58.10%,30,0.156698642,0.037195118,-0.015221921,-1,4,0.392416993,0.054138373,0.189232561
Idaho,Oct-19,All Residential,State,FALSE,ID,,9/12/21 15:00,,West Region,10/1/19,10/31/19,Idaho,27,Value,8784,-0.018218397,-0.029499503,0.987814817,-0.30%,-0.10%,2677,6.20%,9.30%,6272,-3.00%,4.10%,42,8,-7,174,0.024587794,0.0916091,306200,-0.021044167,0.070924413,169,0.012533319,0.088142873,$299K,1.20%,10.80%,2.3,-0.3,-0.2,2366,-6.50%,7.10%,1,0.409120226,-0.020136212,0.072340676,,1813,-4.00%,-4.00%,30,0.212531888,-0.040560258,-0.061870503,-1,4,0.210683601,-0.006379891,-0.004097942
Idaho,Feb-20,All Residential,State,FALSE,ID,,9/12/21 15:00,,West Region,2/1/20,2/29/20,Idaho,27,Value,6962,0.010303294,0.006214771,0.99167177,0.20%,0.20%,1755,-0.10%,4.70%,4774,0.50%,-3.30%,59,-7,3,184,0.028012889,0.136985438,330200,0.025770392,0.14412348,172,0.004510766,0.073799069,$310K,1.20%,11.80%,2.7,0,-0.2,2256,25.10%,8.80%,1,0.572243097,0.126554257,0.060608573,,1495,14.70%,11.00%,30,0.081692501,-0.025442839,-0.033809019,-1,4,0.215954416,0.024150204,-0.014355847
Illinois,Sep-19,All Residential,State,FALSE,IL,,9/12/21 15:00,,Midwest Region,9/1/19,9/30/19,Illinois,29,Value,61232,-0.022259126,0.026538584,0.970864149,-0.20%,-0.10%,10980,-18.80%,2.30%,47383,-0.90%,2.40%,42,4,3,149,0.028251135,0.00202976,245200,0.044853274,0.025333116,143,-0.035300727,0.002567893,$229K,-4.80%,0.70%,4.3,0.8,0,14061,-9.60%,0.00%,1,0.31921062,-0.014301937,-0.009068399,,8475,-13.40%,-0.30%,30,0.30027647,-0.006313787,0.014330735,-1,4,0.175227687,-0.010382015,-0.003862884
Illinois,Jun-20,All Residential,State,FALSE,IL,,9/12/21 15:00,,Midwest Region,6/1/20,6/30/20,Illinois,29,Value,50807,0.062885714,-0.188490289,0.97406395,0.30%,-0.30%,12318,29.10%,-15.60%,32428,-2.10%,-30.90%,34,3,3,165,0.040465094,0.092260276,280800,0.024974476,0.109677042,151,0.015701514,-0.032169797,$250K,2.00%,-1.00%,2.6,-0.9,-0.6,18331,26.20%,0.70%,1,0.552670767,0.079081475,0.150053439,,13173,26.30%,13.50%,30,0.271709634,0.0487697,-0.021434978,-1,4,0.193375548,0.013920621,-0.011176138
Illinois,May-21,All Residential,State,FALSE,IL,,9/12/21 15:00,,Midwest Region,5/1/21,5/31/21,Illinois,29,Value,40793,0.028905087,-0.146607812,0.999775253,0.60%,2.80%,15385,5.30%,61.30%,22992,6.30%,-30.60%,11,-4,-20,177,-0.004141725,0.115248484,298600,-0.004696396,0.089817688,175,0.013872696,0.213133051,$294K,-0.10%,20.10%,1.5,0,-2,19345,-4.20%,33.20%,1,0.675846146,-0.005903636,0.202256855,,15525,1.50%,48.90%,30,0.201417884,0.009926555,-0.021522049,-1,4,0.451933702,0.065517161,0.272478775
Indiana,Jun-19,All Residential,State,FALSE,IN,,9/12/21 15:00,,Midwest Region,6/1/19,6/30/19,Indiana,31,Value,12303,0.004654581,0.002526076,0.982532579,0.20%,-0.20%,4352,0.30%,-6.80%,7815,3.30%,-0.70%,16,-1,1,97,0.000515613,0.062134345,201800,-0.048505523,0.038476586,96,0.000136598,0.062845632,$206K,4.80%,8.20%,1.8,0.1,0.1,4811,-10.60%,-7.80%,1,0.552043766,-0.050069462,-0.026544308,,3893,-2.20%,0.40%,30,0.312987844,0.005285373,0.009098673,-1,4,0.224264706,0.007394459,-0.020008469
Indiana,Mar-21,All Residential,State,FALSE,IN,,9/12/21 15:00,,Midwest Region,3/1/21,3/31/21,Indiana,31,Value,7383,0.187168355,-0.266904975,0.994539011,0.80%,1.50%,3427,22.20%,-5.90%,3361,3.30%,-44.70%,13,-7,-13,116,0.019918985,0.131510311,234400,0.062063258,0.080988071,112,0.03082323,0.119253761,$220K,1.30%,7.60%,1,-0.2,-0.7,4148,55.80%,-3.60%,1,0.741950408,0.072024635,0.099684485,,3613,43.50%,12.60%,30,0.199047902,0.023318256,-0.040701809,-1,4,0.353662095,0.07451771,0.170470664
Iowa,Jan-18,All Residential,State,FALSE,IA,,9/12/21 15:00,,Midwest Region,1/1/18,1/31/18,Iowa,33,Value,5211,-0.021592189,0.019765166,0.977585428,-0.30%,-0.10%,776,-29.80%,-1.90%,4354,5.10%,2.90%,90,-1,-3,149,0.070552556,0.132238448,208500,0.102974041,0.125382895,136,0.020516858,0.046607654,$186K,0.90%,3.50%,5.6,1.9,0.3,1119,44.90%,9.70%,1,0.099147202,0.043120946,0.037414931,,441,-28.30%,-0.90%,30,0.002296739,0.000848163,-0.002904207,-1,4,0.219072165,-0.000638504,-0.004695218
Iowa,Nov-18,All Residential,State,FALSE,IA,,9/12/21 15:00,,Midwest Region,11/1/18,11/30/18,Iowa,33,Value,5031,-0.089082021,-0.164146868,0.979718673,-0.20%,-0.10%,1172,-3.30%,3.50%,3932,-3.90%,-15.80%,40,2,-37,141,-0.011525171,0.031573611,188600,-0.06479382,0.008360221,138,0.025960152,0.032222497,$191K,1.70%,2.00%,3.4,0,-0.7,991,-29.60%,-0.30%,1,0.357003414,-0.031109358,0.286544992,,747,-28.00%,-5.70%,30,0.175483215,-0.05276703,0.171843737,-1,4,0.203924915,0.014155938,-0.030174025
Iowa,Nov-19,All Residential,State,FALSE,IA,,9/12/21 15:00,,Midwest Region,11/1/19,11/30/19,Iowa,33,Value,5185,-0.083274399,0.030610217,0.976983067,-0.10%,-0.30%,1140,-10.70%,-2.70%,3976,-5.30%,1.10%,45,4,5,147,0.036473815,0.041496227,213100,0.096350706,0.130279864,145,0.016530023,0.040980826,$201K,5.70%,5.40%,3.5,0.2,0.1,1057,-24.60%,6.70%,1,0.299211451,-0.024937915,-0.057791963,,762,-24.40%,2.00%,30,0.187877264,-0.07612083,0.012394049,-1,4,0.173684211,-0.037748836,-0.030240704
Kansas,Jan-18,All Residential,State,FALSE,KS,,9/12/21 15:00,,Midwest Region,1/1/18,1/31/18,Kansas,35,Value,3439,-0.041794372,-0.063962983,0.95694964,-0.40%,3.00%,763,-32.00%,7.50%,140,-7.90%,-18.10%,48,4,-12,124,0.053594748,0.107719176,241800,0.057732994,0.055200512,118,0.03085556,0.108355732,$233K,0.80%,5.70%,0.2,0.1,0,963,39.00%,-0.30%,1,0.390037935,0.135473332,0.037974283,,20,25.00%,5.30%,30,0.121428571,0.035902256,0.033709273,-1,4,0.136363636,-0.153958944,0.096363636
Kentucky,Jan-18,All Residential,State,FALSE,KY,,9/12/21 15:00,,South Region,1/1/18,1/31/18,Kentucky,37,Value,9787,-0.011014551,-0.089835395,0.969120898,-0.10%,0.10%,2098,-22.50%,3.80%,7023,-2.30%,-10.70%,55,7,0,105,0.073804368,0.07100624,181200,0.129329688,0.094125752,96,-0.030355725,0.079457772,$165K,-2.60%,5.40%,3.3,0.6,-0.6,2681,54.10%,-6.90%,1,0.346729422,0.082373014,-0.023762664,,1802,3.10%,0.20%,30,0.117898334,0.026938668,0.005727407,-1,4,0.147283127,0.002842787,0.01615992
Kentucky,Jul-20,All Residential,State,FALSE,KY,,9/12/21 15:00,,South Region,7/1/20,7/31/20,Kentucky,37,Value,9606,-0.016685434,-0.259767281,0.985478109,0.30%,0.70%,4233,10.30%,11.80%,5276,-1.70%,-41.20%,23,-3,-9,122,0.002008904,0.082736482,220400,0.001318903,0.118099704,119,0.015030747,0.071568156,$219K,3.60%,10.70%,1.2,-0.2,-1.2,4317,6.60%,-0.10%,1,0.594582107,0.018654737,0.234445853,,3675,0.70%,11.10%,30,0.236921911,0.008675218,0.03616349,-1,4,0.255374439,0.021459357,0.058596837
Kentucky,Jul-21,All Residential,State,FALSE,KY,,9/12/21 15:00,,South Region,7/1/21,7/31/21,Kentucky,37,Value,8711,0.080635157,-0.092415086,1.002583318,-0.30%,1.70%,3841,-3.50%,-9.20%,4856,16.80%,-7.90%,13,2,-10,137,0.020683847,0.118621734,234100,-0.002822263,0.06170012,137,0.014545452,0.151119291,$241K,0.10%,10.40%,1.3,0.3,0.1,4585,5.00%,6.30%,1,0.60154334,-0.021186536,0.007071894,,3608,-1.30%,-1.80%,30,0.264415157,0.019585912,0.027792766,-1,4,0.424889352,-0.003502608,0.169273367
Louisiana,Mar-19,All Residential,State,FALSE,LA,,9/12/21 15:00,,South Region,3/1/19,3/31/19,Louisiana,39,Value,11392,0.000966523,-0.109304144,0.970502184,0.00%,0.20%,2162,13.60%,-6.30%,8775,3.10%,-16.60%,69,-6,-28,134,0.00680879,0.007225275,239700,0.046664107,0.00387022,124,0.018809581,0.044689802,$209K,2.90%,3.50%,4.1,-0.4,-0.5,3084,18.50%,0.80%,1,0.432824901,0.016936873,0.086629494,,1672,11.30%,18.80%,30,0.240797721,0.019202139,0.021774536,-1,4,0.12719704,0.003182326,0.013196173
Louisiana,Jan-21,All Residential,State,FALSE,LA,,9/12/21 15:00,,South Region,1/1/21,1/31/21,Louisiana,39,Value,7830,0.008500773,-0.295166082,0.979212636,-0.10%,1.10%,2109,-23.40%,15.70%,5073,-6.80%,-39.70%,36,6,-30,147,0.045960962,0.080326446,250200,0.027614579,0.051366848,138,-0.009819421,0.069058198,$237K,-1.80%,8.30%,2.4,0.4,-2.2,2506,22.80%,-9.20%,1,0.529469826,0.077329484,0.12394138,,1994,18.30%,35.90%,30,0.23240686,0.073061151,0.004280374,-1,4,0.181128497,0.007262798,0.065385217
Kansas,May-18,All Residential,State,FALSE,KS,,9/12/21 15:00,,Midwest Region,5/1/18,5/31/18,Kansas,35,Value,4946,0.05864726,-0.004027386,0.941535116,-1.00%,-0.30%,1639,29.30%,1.30%,154,5.50%,-9.40%,30,-2,-2,120,-0.014677754,0.065416983,260900,-0.02207537,0.105264683,123,0.019913875,0.071272742,$250K,2.00%,4.80%,0.1,0,0,1908,4.40%,8.60%,1,0.40849732,-0.052483645,0.026953917,,35,12.90%,16.70%,30,0.123376623,0.027486212,-0.011917494,-1,4,0.139534884,0.017085904,0.099534884
Maryland,Feb-18,All Residential,State,FALSE,MD,,9/12/21 15:00,,South Region,2/1/18,2/28/18,Maryland,43,Value,24608,0.012883309,-0.083330229,0.986022224,-0.20%,0.00%,4989,-1.10%,-2.30%,17272,0.90%,-11.20%,53,2,-11,168,0.050079966,0.034513832,304000,0.066632899,0.039002708,156,0.002765839,0.046823259,$271K,1.70%,6.00%,3.5,0.1,-0.3,7731,24.20%,-0.60%,1,0.539153882,0.115508646,0.037590718,,5072,15.00%,5.50%,30,0.275648448,0.03782292,0.067572317,-1,4,0.224694328,0.003000891,0.006647743
Mississippi,Oct-18,All Residential,State,FALSE,MS,,9/12/21 15:00,,South Region,10/1/18,10/31/18,Mississippi,51,Value,84,0.012048193,-0.16,0.974007045,0.00%,0.10%,18,-10.00%,5.90%,58,-9.40%,-26.60%,39,11,-14,103,0.01128882,0.009338407,264900,0.249528302,0.204090909,101,0.113734389,0.138495651,$208K,-11.90%,12.40%,3.2,0,-1.4,22,15.80%,-29.00%,1,0.266666667,0.141666667,0.035897436,,15,87.50%,15.40%,30,0.24137931,-0.00862069,0.089480576,-1,4,0.222222222,0.072222222,0.163398693
New Jersey,Feb-20,All Residential,State,FALSE,NJ,,9/12/21 15:00,,Northeast Region,2/1/20,2/29/20,New Jersey,12,Value,47289,0.063343227,-0.085796586,0.973726791,0.20%,0.40%,7243,-10.10%,7.40%,35622,1.90%,-14.10%,79,6,-3,218,0.028473992,0.056813452,382200,0.079741668,0.079817379,190,-0.034679724,0.059411842,$309K,-3.60%,8.70%,4.9,0.6,-1.2,12836,14.50%,2.10%,1,0.325202557,0.085500055,0.043693993,,6682,47.60%,17.40%,30,0.160350345,-0.013979157,-0.02811175,-1,4,0.215380367,0.01577734,0.020602144
Washington,Nov-20,All Residential,State,FALSE,WA,,9/12/21 15:00,,West Region,11/1/20,11/30/20,Washington,44,Value,18249,-0.22225537,-0.240984902,1.013012458,0.00%,1.90%,10748,-18.50%,21.90%,8340,-24.00%,-42.70%,10,0,-17,280,-0.005502445,0.15574933,483300,-0.025087214,0.136684419,274,0.001481509,0.144166771,$499K,-0.50%,16.00%,0.8,0,-0.9,7331,-37.90%,17.60%,1,0.636919449,-0.034419442,0.190330271,,8761,-23.10%,23.40%,30,0.240407674,-0.051866379,0.009162826,-1,4,0.479996278,0.001834313,0.183103559
Alaska,Jul-18,All Residential,State,FALSE,AK,,9/12/21 15:00,,West Region,7/1/18,7/31/18,Alaska,3,Value,5340,0.010024589,0.038910506,0.984297242,-0.10%,-0.10%,690,-11.00%,5.30%,4513,3.10%,3.40%,82,-3,4,163,-0.003159659,0.028234433,288300,0.010094811,0.012618384,165,0.016409616,0.019076746,$301K,4.90%,7.00%,6.5,0.9,-0.2,1041,-13.50%,-0.20%,1,0.03786233,0.014148417,-0.010705081,,458,-9.70%,-2.60%,30,,,,-1,4,0.166666667,0.004086022,-0.021119593
Arkansas,Sep-18,All Residential,State,FALSE,AR,,9/12/21 15:00,,South Region,9/1/18,9/30/18,Arkansas,7,Value,8398,-0.049677492,-0.018695957,0.960009516,-0.20%,-0.10%,1311,-24.00%,-10.10%,6888,0.20%,0.60%,77,4,-6,91,0.018860182,0.025735269,160700,0.041953672,0.043126399,87,-0.003553647,0.014943873,$149K,0.80%,4.40%,5.3,1.3,0.6,1636,-16.10%,4.90%,1,0.220316566,-0.008710107,0.006066458,,866,-26.00%,-9.00%,30,0.181329849,-0.012068435,0.001636642,-1,4,0.110602593,0.008573608,0.00847785
Arkansas,Jan-21,All Residential,State,FALSE,AR,,9/12/21 15:00,,South Region,1/1/21,1/31/21,Arkansas,7,Value,5092,-0.051415797,-0.303419973,0.97100291,-0.50%,1.50%,1259,-27.40%,15.60%,3538,-1.00%,-38.90%,57,3,-28,104,0.03197398,0.110167296,174700,0.010669079,0.086615025,100,0.010020463,0.145038344,$173K,-1.40%,17.20%,2.8,0.7,-2.5,1581,31.20%,-9.10%,1,0.266780683,0.080618509,0.011059477,,1081,-16.80%,39.30%,30,0.101752402,0.002423919,-0.025598762,-1,4,0.16918189,-0.011797937,0.075517979
Arizona,Aug-19,All Residential,State,FALSE,AZ,,9/12/21 15:00,,West Region,8/1/19,8/31/19,Arizona,5,Value,33626,-0.037800097,-0.058991437,0.984650948,-0.10%,0.20%,10627,-4.50%,7.00%,22347,-2.20%,-11.00%,44,-1,-1,163,0.017063789,0.065211541,285800,0.015440272,0.063181331,156,-0.000559813,0.051420074,$278K,-0.50%,6.40%,2.1,0,-0.4,10969,9.40%,-3.00%,1,0.286365889,0.034123359,0.043095456,,8631,-5.40%,7.10%,30,0.224683403,0.004756041,-0.022408694,-1,4,0.182930272,-0.001346458,0.005973882
California,Apr-21,All Residential,State,FALSE,CA,,9/12/21 15:00,,West Region,4/1/21,4/30/21,California,9,Value,85252,0.022758083,-0.017166046,1.037544639,1.00%,3.80%,38580,9.20%,82.90%,44890,5.20%,-29.50%,21,-2,-8,451,0.012471393,0.193486465,745000,0.018961112,0.204497466,459,0.042316929,0.273764536,$764K,5.60%,28.40%,1.2,0,-1.8,42762,4.50%,78.50%,1,0.53506762,-0.014788052,0.225527898,,36882,2.50%,98.50%,30,0.131744264,-0.011437768,-0.019043657,-1,4,0.622213582,0.041535559,0.217739436
Colorado,Feb-21,All Residential,State,FALSE,CO,,9/12/21 15:00,,West Region,2/1/21,2/28/21,Colorado,11,Value,14002,0.018994251,-0.246312843,1.015431688,1.20%,2.30%,5514,20.40%,7.10%,6425,-1.70%,-42.70%,16,-6,-14,234,0.000331779,0.114118784,477300,0.05064958,0.088368766,205,0.051852074,0.182118612,$473K,2.90%,11.60%,1.2,-0.2,-1,7514,7.50%,-2.50%,1,0.722856353,0.073311942,0.115742094,,6785,9.50%,15.00%,30,0.107392996,-0.038959657,-0.066213781,-1,4,0.524845847,0.111835587,0.256780579
Connecticut,Mar-18,All Residential,State,FALSE,CT,,9/12/21 15:00,,Northeast Region,3/1/18,3/31/18,Connecticut,13,Value,22991,0.113257796,-0.03585507,0.969251234,0.50%,0.30%,3344,32.70%,-4.20%,18622,8.00%,-2.80%,95,-4,-2,158,0.025985095,-0.007463805,311300,-0.00846258,0.019436397,134,0.009438152,-0.003809916,$237K,1.40%,6.60%,5.6,-1.2,0.1,6118,22.60%,-4.60%,1,0.223147955,-0.014864387,-0.080865104,,2366,49.80%,-8.60%,30,0.155729782,0.008116534,0.154529114,-1,4,0.201854067,0.012965178,0.020009852
Columbia,Apr-19,All Residential,State,FALSE,DC,,9/12/21 15:00,,South Region,4/1/19,4/30/19,Columbia,17,Value,2839,0.092763664,0.092343209,1.005233285,0.70%,0.10%,929,17.30%,15.30%,1701,5.50%,12.40%,20,-10,9,475,0.002066947,-0.078479478,610000,0.018280467,0.016752792,488,0.037862551,-0.026812656,$590K,3.40%,0.30%,1.8,-0.2,-0.1,1236,11.10%,-2.30%,1,0.559270517,0.002595454,-0.063390606,,987,24.30%,2.60%,30,0.228689006,0.001782621,-0.051548931,-1,4,0.36598493,0.003611193,-0.068258246
Florida,Jan-18,All Residential,State,FALSE,FL,,9/12/21 15:00,,South Region,1/1/18,1/31/18,Florida,19,Value,157774,0.076301769,-0.033401541,0.962779045,-0.20%,0.00%,23556,-24.70%,0.30%,123726,6.60%,-4.50%,58,0,-4,163,0.019668237,0.061084698,268700,0.033726319,0.058957085,148,0.013447085,0.092537322,$235K,-1.30%,10.40%,5.3,1.6,-0.2,44275,53.10%,3.40%,1,0.332786957,0.021246973,0.01150618,,21691,16.30%,5.90%,30,0.213714175,0.073457612,-0.01349122,-1,4,0.1046018,-0.005362078,-0.011421711
Florida,Jun-19,All Residential,State,FALSE,FL,,9/12/21 15:00,,South Region,6/1/19,6/30/19,Florida,19,Value,169222,-0.044472552,0.034813397,0.968908127,0.10%,0.10%,36583,-11.10%,-3.20%,129027,-3.00%,3.40%,58,0,5,164,-0.006608535,0.030003634,272700,-0.014646243,0.02281816,157,-0.00425355,0.024251957,$262K,0.40%,2.70%,3.5,0.3,0.2,38270,-9.90%,-4.40%,1,0.321619156,0.003576104,-0.005269553,,25875,-8.80%,0.30%,30,0.206848179,-0.019093526,-0.000952671,-1,4,0.117513599,0.003629233,-0.008223659
Florida,Feb-20,All Residential,State,FALSE,FL,,9/12/21 15:00,,South Region,2/1/20,2/29/20,Florida,19,Value,165413,0.022740903,-0.077456344,0.967651033,0.20%,0.30%,28535,13.60%,9.60%,127958,2.00%,-10.60%,62,0,-9,176,-0.035635275,0.051327266,290200,-0.046747369,0.041778205,164,0.007000429,0.060735612,$264K,1.50%,7.30%,4.5,-0.5,-1,42433,-10.30%,2.80%,1,0.354180622,-0.016636334,0.032084249,,24433,7.70%,10.50%,30,0.205434596,-0.015133707,-0.026173262,-1,4,0.109584721,0.005315165,0.006316546
Florida,Aug-20,All Residential,State,FALSE,FL,,9/12/21 15:00,,South Region,8/1/20,8/31/20,Florida,19,Value,148624,-0.038977834,-0.068713579,0.973316673,0.10%,0.40%,38859,-6.00%,9.00%,104530,-3.70%,-13.30%,51,-8,-5,185,0.015693994,0.129342687,305400,0.009824505,0.143382688,173,0.017254838,0.1096272,$295K,1.80%,14.50%,2.7,0.1,-0.7,41880,-2.10%,12.50%,1,0.399279403,0.01188898,0.071459132,,30904,2.30%,25.00%,30,0.171089639,-0.005209235,-0.030970609,-1,4,0.152191256,0.01360397,0.032423553
Florida,Apr-21,All Residential,State,FALSE,FL,,9/12/21 15:00,,South Region,4/1/21,4/30/21,Florida,19,Value,114734,-0.072421822,-0.258575232,0.985850419,0.50%,1.40%,49789,-0.40%,82.30%,65469,-2.00%,-47.30%,31,-7,-18,209,0.023627624,0.254335013,345300,0.022073951,0.239779839,196,0.032040133,0.228349096,$326K,2.80%,20.00%,1.3,0,-3.2,48485,-0.90%,75.10%,1,0.52267901,0.025675228,0.253496617,,41466,-7.60%,104.40%,30,0.136385159,-0.016155692,-0.004883812,-1,4,0.268513125,0.051309771,0.135687468
Florida,Aug-21,All Residential,State,FALSE,FL,,9/12/21 15:00,,South Region,8/1/21,8/31/21,Florida,19,Value,106961,-0.016586218,-0.280324847,0.993993856,-0.10%,2.10%,40281,-7.70%,3.70%,62192,-4.30%,-40.50%,25,0,-26,219,0.019006684,0.185755562,354500,-0.000235577,0.160835855,209,0.00060268,0.210753069,$341K,-0.30%,15.50%,1.5,0,-1.2,42563,-7.40%,1.60%,1,0.476414996,-0.012394985,0.077135593,,39112,1.60%,26.60%,30,0.219352971,0.029447016,0.048263332,-1,4,0.355378466,-0.012119585,0.203187211
Georgia,Jan-18,All Residential,State,FALSE,GA,,9/12/21 15:00,,South Region,1/1/18,1/31/18,Georgia,21,Value,39870,-0.000300888,-0.113448368,0.975066434,-0.10%,0.40%,7442,-29.30%,3.20%,28685,-4.30%,-17.30%,55,4,-17,119,0.070591647,0.09434019,243500,0.07812013,0.071469049,110,-0.020785152,0.081678149,$219K,-5.20%,8.30%,3.9,1.1,-0.9,10302,43.70%,-4.50%,1,0.378044573,0.071498003,0.08161684,,6829,19.00%,22.90%,30,0.150217884,0.036703649,0.005922485,-1,4,0.170384305,-0.010337442,0.014190658
Georgia,Feb-18,All Residential,State,FALSE,GA,,9/12/21 15:00,,South Region,2/1/18,2/28/18,Georgia,21,Value,40529,0.017856246,-0.120197108,0.976979475,0.20%,0.30%,8593,15.60%,5.80%,29358,2.50%,-16.00%,53,-2,-18,121,0.021964872,0.071804089,258000,0.059474999,0.055831537,112,0.023886075,0.08652101,$225K,3.20%,8.70%,3.4,-0.5,-0.9,12298,19.50%,3.30%,1,0.468580208,0.090483494,0.082000257,,7358,7.80%,10.40%,30,0.142652769,-0.007795888,-0.0392747,-1,4,0.199697428,0.029175642,0.030466659
Georgia,Oct-19,All Residential,State,FALSE,GA,,9/12/21 15:00,,South Region,10/1/19,10/31/19,Georgia,21,Value,48221,0.005442035,0.020917579,0.976990167,-0.20%,-0.10%,10874,3.20%,2.00%,35679,-1.20%,1.90%,41,1,1,129,0.011494022,0.052333433,261500,-0.011763773,0.047133395,121,-0.013727627,0.043707098,$246K,-1.90%,4.40%,3.3,-0.1,0,12620,2.20%,0.30%,1,0.337254221,-0.01911801,-0.008183479,,8652,4.90%,2.50%,30,0.255136074,0.014650783,0.015197773,-1,4,0.182545521,-0.011529678,-0.014246524
